sujeto,Time_s,RF,BF,VM,ST,FX
1Nmar,0.395,0.0082,-0.0015,0.0082,-0.003,12.6
1Nmar,0.396,0.0097,0.0022,-0.0015,-0.003,12.6
1Nmar,0.397,0.0097,0.0015,-0.0046,-0.0023,12.7
1Nmar,0.398,0.012,0.0015,0.0,-0.003,12.7
1Nmar,0.399,0.0142,0.003,0.0,-0.0046,12.8
1Nmar,0.4,0.0075,0.0007,-0.003,-0.003,12.8
1Nmar,0.401,-0.0015,-0.0015,-0.0135,-0.0023,12.8
1Nmar,0.402,-0.0008,0.0,-0.0323,-0.0046,12.9
1Nmar,0.403,0.009,0.0022,-0.0428,-0.0053,12.9
1Nmar,0.404,0.021,0.0037,-0.0458,-0.0038,12.9
1Nmar,0.405,0.018,0.0052,-0.048,-0.0046,12.9
1Nmar,0.406,0.0105,0.0067,-0.0503,-0.0068,12.9
1Nmar,0.407,-0.0015,0.009,-0.0533,-0.0068,12.9
1Nmar,0.408,-0.0105,0.0082,-0.0518,-0.0038,12.9
1Nmar,0.409,-0.003,0.0067,-0.0465,-0.0038,13.0
1Nmar,0.41,0.003,0.009,-0.0436,-0.0046,13.0
1Nmar,0.411,0.009,0.0082,-0.039,-0.003,13.0
1Nmar,0.412,0.0105,0.0067,-0.0405,-0.0046,13.0
1Nmar,0.413,0.0052,0.0037,-0.048,-0.0075,13.0
1Nmar,0.414,0.0105,0.0045,-0.0458,-0.0068,13.0
1Nmar,0.415,0.0157,0.0052,-0.0458,-0.0046,13.0
1Nmar,0.416,0.0165,0.0037,-0.0465,-0.0046,13.0
1Nmar,0.417,0.0262,0.0045,-0.0353,-0.0046,13.0
1Nmar,0.418,0.033,0.0045,-0.024,-0.0046,13.0
1Nmar,0.419,0.0277,0.003,-0.0195,-0.0038,13.1
1Nmar,0.42,0.0165,0.0045,-0.0181,-0.003,13.1
1Nmar,0.421,0.0142,0.0075,-0.0165,-0.0053,13.1
1Nmar,0.422,0.0247,0.0082,-0.0173,-0.0053,13.1
1Nmar,0.423,0.03,0.006,-0.0225,-0.0068,13.1
1Nmar,0.424,0.024,0.003,-0.0278,-0.0091,13.1
1Nmar,0.425,0.0127,0.0015,-0.0225,-0.0038,13.1
1Nmar,0.426,0.0037,0.0015,-0.0135,-0.003,13.1
1Nmar,0.427,0.0007,0.0007,-0.0098,-0.0038,13.1
1Nmar,0.428,-0.0015,0.0007,-0.012,-0.0008,13.1
1Nmar,0.429,-0.0038,-0.0015,-0.0165,0.0,13.1
1Nmar,0.43,-0.0008,-0.0008,-0.0203,0.0,13.1
1Nmar,0.431,-0.0015,0.0007,-0.0188,0.0007,13.1
1Nmar,0.432,-0.0046,0.0007,-0.0165,0.0007,13.1
1Nmar,0.433,-0.0053,0.003,-0.0128,0.0015,13.1
1Nmar,0.434,-0.0046,0.0037,-0.0113,0.0022,13.1
1Nmar,0.435,-0.0046,0.0045,-0.0105,0.0015,13.1
1Nmar,0.436,-0.0023,0.0045,-0.0068,0.0015,13.1
1Nmar,0.437,-0.0015,0.0015,-0.0068,0.0022,13.1
1Nmar,0.438,-0.0015,0.0007,-0.0023,0.003,13.1
1Nmar,0.439,-0.0038,-0.0008,0.003,0.0037,13.1
1Nmar,0.44,-0.006,-0.0008,0.0067,0.0045,13.1
1Nmar,0.441,-0.0068,-0.0023,0.012,0.0052,13.1
1Nmar,0.442,-0.0068,-0.0023,0.0127,0.0067,13.0
1Nmar,0.443,-0.0083,-0.0023,0.0142,0.0052,13.0
1Nmar,0.444,-0.0091,-0.0046,0.0157,0.0037,13.0
1Nmar,0.445,-0.0105,-0.0023,0.012,0.003,13.0
1Nmar,0.446,-0.0091,-0.0008,0.012,0.0045,12.9
1Nmar,0.447,-0.0083,-0.0015,0.0127,0.0045,12.9
1Nmar,0.448,-0.0075,-0.003,0.0112,0.0045,12.9
1Nmar,0.449,-0.0046,-0.0038,0.0105,0.0045,12.8
1Nmar,0.45,0.0007,-0.0015,0.0105,0.003,12.8
1Nmar,0.451,0.0007,-0.0008,0.0127,0.003,12.7
1Nmar,0.452,-0.003,0.0007,0.0112,0.0045,12.7
1Nmar,0.453,0.0045,0.0022,0.0082,0.0015,12.7
1Nmar,0.454,0.006,0.0007,0.012,0.0015,12.6
1Nmar,0.455,0.0052,0.0007,0.0142,0.0015,12.6
1Nmar,0.456,0.0007,0.0015,0.018,0.003,12.6
1Nmar,0.457,-0.0038,0.0007,0.0195,0.0037,12.5
1Nmar,0.458,-0.0038,-0.003,0.0157,0.0007,12.5
1Nmar,0.459,-0.006,-0.0075,0.012,0.0,12.5
1Nmar,0.46,-0.0075,-0.0083,0.0172,0.0015,12.4
1Nmar,0.461,-0.0105,-0.0075,0.024,0.0022,12.4
1Nmar,0.462,-0.0091,-0.0068,0.0277,0.0007,12.3
1Nmar,0.463,-0.0068,-0.0068,0.0232,-0.0015,12.3
1Nmar,0.464,-0.006,-0.006,0.018,0.0007,12.3
1Nmar,0.465,-0.0046,-0.0068,0.0202,0.0022,12.2
1Nmar,0.466,-0.0023,-0.0053,0.0217,0.0015,12.2
1Nmar,0.467,0.0,-0.003,0.024,0.0037,12.1
1Nmar,0.468,-0.0015,-0.003,0.024,0.0045,12.1
1Nmar,0.469,-0.0008,-0.0023,0.0202,0.0045,12.1
1Nmar,0.47,0.0022,-0.0008,0.0135,0.0022,12.1
1Nmar,0.471,0.0045,0.0,0.0097,0.0015,12.0
1Nmar,0.472,0.006,0.0015,0.0082,-0.0008,12.0
1Nmar,0.473,0.003,0.0007,0.0067,-0.0023,12.0
1Nmar,0.474,-0.0046,0.0,0.0037,-0.0015,11.9
1Nmar,0.475,-0.0091,0.0007,0.0015,-0.003,11.9
1Nmar,0.476,-0.0075,-0.0015,-0.0015,-0.003,11.8
1Nmar,0.477,-0.0083,-0.0008,-0.003,-0.0023,11.8
1Nmar,0.478,-0.0068,0.0,0.0045,-0.0008,11.8
1Nmar,0.479,-0.0105,-0.0015,0.0075,-0.0008,11.7
1Nmar,0.48,-0.0128,-0.0008,0.0075,-0.0015,11.7
1Nmar,0.481,-0.0113,-0.0008,0.0052,-0.0008,11.7
1Nmar,0.482,-0.0113,-0.0008,0.0045,0.0007,11.7
1Nmar,0.483,-0.0046,0.0,0.0112,0.0015,11.7
1Nmar,0.484,-0.0023,-0.0008,0.0172,0.0022,11.6
1Nmar,0.485,-0.0008,-0.0023,0.0127,0.0015,11.6
1Nmar,0.486,0.0037,-0.0023,0.009,-0.0015,11.6
1Nmar,0.487,0.0015,-0.0015,0.0075,-0.0023,11.6
1Nmar,0.488,0.0037,-0.0015,0.0067,-0.0015,11.5
1Nmar,0.489,0.006,0.0,0.012,0.0,11.5
1Nmar,0.49,0.0052,-0.0015,0.0135,0.0,11.5
1Nmar,0.491,0.0022,-0.0008,0.0135,0.0007,11.5
1Nmar,0.492,-0.0008,0.0007,0.0142,0.0015,11.5
1Nmar,0.493,0.0,0.0007,0.0112,0.0007,11.4
1Nmar,0.494,-0.0008,0.0,0.009,0.0,11.4
1Nmar,0.495,-0.0015,-0.0015,0.0045,-0.0008,11.4
1Nmar,0.496,-0.0046,-0.0046,0.0037,-0.0008,11.4
1Nmar,0.497,-0.0038,-0.006,0.0067,-0.0015,11.3
1Nmar,0.498,-0.003,-0.0053,0.0052,-0.0015,11.3
1Nmar,0.499,-0.006,-0.0038,0.009,0.0,11.3
1Nmar,0.5,-0.0075,-0.0046,0.018,0.0022,11.2
1Nmar,0.501,-0.0091,-0.0038,0.0255,0.0037,11.2
1Nmar,0.502,-0.0091,-0.006,0.0277,0.003,11.2
1Nmar,0.503,-0.012,-0.0053,0.0255,0.003,11.2
1Nmar,0.504,-0.0105,-0.0046,0.0202,0.003,11.2
1Nmar,0.505,-0.0083,-0.003,0.0165,0.003,11.2
1Nmar,0.506,-0.0091,-0.0038,0.0202,0.0052,11.2
1Nmar,0.507,-0.0098,-0.006,0.0262,0.003,11.2
1Nmar,0.508,-0.0105,-0.0083,0.024,0.003,11.2
1Nmar,0.509,-0.0053,-0.0068,0.0255,0.0037,11.2
1Nmar,0.51,-0.0023,-0.0068,0.0285,0.003,11.2
1Nmar,0.511,-0.0053,-0.0068,0.027,0.003,11.2
1Nmar,0.512,-0.0053,-0.0068,0.0277,0.003,11.2
1Nmar,0.513,-0.0075,-0.006,0.021,0.0022,11.2
1Nmar,0.514,-0.0053,-0.003,0.015,0.0007,11.2
1Nmar,0.515,-0.0015,-0.0038,0.018,0.0,11.2
1Nmar,0.516,-0.0015,-0.0053,0.0157,0.0015,11.2
1Nmar,0.517,0.0007,-0.0015,0.0097,-0.0008,11.2
1Nmar,0.518,0.0015,-0.0015,0.0067,-0.0015,11.2
1Nmar,0.519,0.0037,0.0015,0.0022,-0.0015,11.2
1Nmar,0.52,0.0037,0.003,-0.0008,-0.0015,11.1
1Nmar,0.521,0.0022,0.0022,-0.0046,-0.0008,11.1
1Nmar,0.522,0.0015,0.003,-0.006,0.0007,11.1
1Nmar,0.523,0.0,-0.0008,0.0007,0.0015,11.0
1Nmar,0.524,-0.0015,-0.0015,0.0082,0.003,11.0
1Nmar,0.525,-0.0038,-0.0046,0.015,0.0045,10.9
1Nmar,0.526,-0.006,-0.0075,0.0232,0.0067,10.9
1Nmar,0.527,-0.0083,-0.0038,0.027,0.0052,10.9
1Nmar,0.528,-0.0046,0.0,0.0255,0.0037,10.8
1Nmar,0.529,0.0007,0.0015,0.0172,0.0037,10.8
1Nmar,0.53,0.0052,0.0022,0.009,0.0007,10.7
1Nmar,0.531,0.012,0.0045,0.0015,0.0,10.7
1Nmar,0.532,0.0135,0.0045,-0.0053,-0.003,10.7
1Nmar,0.533,0.0112,0.0052,-0.0181,-0.0046,10.6
1Nmar,0.534,0.009,0.0037,-0.0278,-0.006,10.6
1Nmar,0.535,0.009,0.0007,-0.0323,-0.0083,10.5
1Nmar,0.536,0.0082,0.003,-0.0413,-0.0098,10.5
1Nmar,0.537,0.0142,0.0052,-0.0465,-0.0105,10.5
1Nmar,0.538,0.0165,0.0075,-0.0383,-0.0075,10.4
1Nmar,0.539,0.0105,0.0037,-0.0248,-0.0046,10.4
1Nmar,0.54,0.0067,0.0007,-0.0195,-0.0023,10.3
1Nmar,0.541,0.0022,0.0015,-0.0143,-0.0023,10.3
1Nmar,0.542,0.0007,0.0,-0.012,-0.0038,10.3
1Nmar,0.543,0.003,0.0015,-0.0158,-0.003,10.2
1Nmar,0.544,0.0045,0.0022,-0.0195,-0.003,10.2
1Nmar,0.545,0.0075,0.0037,-0.0203,-0.003,10.1
1Nmar,0.546,0.0067,0.0045,-0.012,-0.0015,10.1
1Nmar,0.547,0.003,0.0015,-0.0068,-0.0015,10.1
1Nmar,0.548,0.0015,0.0015,-0.0053,-0.0015,10.0
1Nmar,0.549,0.003,0.0037,-0.0083,-0.0023,10.0
1Nmar,0.55,0.003,0.0052,-0.0105,-0.003,9.9
1Nmar,0.551,0.003,0.003,-0.0068,-0.0015,9.9
1Nmar,0.552,0.0,0.0007,-0.0046,-0.0015,9.9
1Nmar,0.553,-0.0008,0.0015,-0.0091,-0.0008,9.8
1Nmar,0.554,0.003,0.0022,-0.0143,-0.0008,9.8
1Nmar,0.555,0.0052,0.0045,-0.0188,-0.003,9.7
1Nmar,0.556,0.006,0.0045,-0.0203,-0.003,9.7
1Nmar,0.557,0.0052,0.0045,-0.0165,-0.0023,9.7
1Nmar,0.558,0.0045,0.0052,-0.0143,-0.0015,9.6
1Nmar,0.559,0.0022,0.003,-0.012,-0.0015,9.6
1Nmar,0.56,0.0007,-0.0008,-0.0143,-0.0038,9.5
1Nmar,0.561,0.0045,0.0015,-0.0203,-0.003,9.5
1Nmar,0.562,0.0067,0.003,-0.0225,-0.0023,9.4
1Nmar,0.563,0.0082,0.0015,-0.0165,-0.003,9.4
1Nmar,0.564,0.0067,0.0007,-0.0105,-0.0023,9.4
1Nmar,0.565,0.003,0.0007,-0.0098,-0.0023,9.4
1Nmar,0.566,0.0037,0.0015,-0.0105,-0.003,9.3
1Nmar,0.567,0.0037,0.0007,-0.0091,-0.0038,9.3
1Nmar,0.568,0.003,0.0007,-0.0105,-0.0046,9.2
1Nmar,0.569,0.0015,0.0007,-0.0158,-0.0053,9.2
1Nmar,0.57,0.003,0.0007,-0.0233,-0.0068,9.1
1Nmar,0.571,0.0082,0.003,-0.0278,-0.0068,9.1
1Nmar,0.572,0.0112,0.0045,-0.027,-0.006,9.1
1Nmar,0.573,0.0105,0.0045,-0.024,-0.0053,9.0
1Nmar,0.574,0.0052,0.0022,-0.0195,-0.0046,9.0
1Nmar,0.575,0.0037,0.0022,-0.0195,-0.003,9.0
1Nmar,0.576,0.0052,0.003,-0.0173,-0.0046,8.9
1Nmar,0.577,0.0052,0.0015,-0.0105,-0.0038,8.9
1Nmar,0.578,0.0045,0.0007,-0.0083,-0.003,8.9
1Nmar,0.579,0.0045,-0.0023,-0.0053,-0.0023,8.8
1Nmar,0.58,0.0015,-0.0038,0.0015,-0.0008,8.7
1Nmar,0.581,-0.003,-0.0038,0.0022,0.0007,8.7
1Nmar,0.582,-0.0015,-0.003,-0.0038,-0.0015,8.7
1Nmar,0.583,-0.0015,-0.0015,-0.0113,-0.0015,8.7
1Nmar,0.584,0.0,0.0007,-0.0091,0.0,8.7
1Nmar,0.585,-0.0015,-0.0015,0.0022,-0.0008,8.6
1Nmar,0.586,-0.0053,-0.0038,0.0067,-0.0008,8.6
1Nmar,0.587,-0.0083,-0.003,0.009,0.0,8.6
1Nmar,0.588,-0.0105,0.0,0.0105,0.0007,8.5
1Nmar,0.589,-0.0091,0.0007,0.0105,0.0007,8.5
1Nmar,0.59,-0.0068,-0.0008,0.0082,-0.0008,8.5
1Nmar,0.591,-0.0015,0.0015,0.0052,-0.0008,8.5
1Nmar,0.592,0.0007,-0.0008,0.0037,-0.0015,8.5
1Nmar,0.593,0.0015,-0.0015,0.0015,-0.0023,8.4
1Nmar,0.594,0.0015,-0.0008,0.0007,-0.0008,8.4
1Nmar,0.595,0.0022,-0.0023,0.0007,0.0007,8.4
1Nmar,0.596,0.0007,-0.003,0.0052,0.0007,8.3
1Nmar,0.597,-0.0015,-0.003,0.0022,-0.0008,8.3
1Nmar,0.598,-0.0015,-0.0015,-0.003,-0.0015,8.3
1Nmar,0.599,-0.0023,-0.0015,-0.0053,-0.003,8.3
1Nmar,0.6,0.0,-0.0023,-0.0128,-0.0053,8.2
1Nmar,0.601,0.0045,-0.0015,-0.0128,-0.0046,8.2
1Nmar,0.602,0.006,-0.0015,-0.0113,-0.0015,8.2
1Nmar,0.603,0.0067,0.0007,-0.012,-0.0015,8.2
1Nmar,0.604,0.0037,0.0007,-0.0046,-0.0015,8.2
1Nmar,0.605,0.0007,0.0,0.003,0.0007,8.2
1Nmar,0.606,0.0007,0.0,0.0067,0.0007,8.2
1Nmar,0.607,-0.0008,0.0007,0.0037,0.0,8.2
1Nmar,0.608,0.0007,0.0015,0.0015,-0.0008,8.1
1Nmar,0.609,0.0015,0.0007,0.0015,-0.0008,8.1
1Nmar,0.61,0.0022,0.0007,0.0007,-0.0015,8.1
1Nmar,0.611,0.0007,-0.0008,0.0045,0.0,8.1
1Nmar,0.612,0.0015,-0.0015,0.0082,0.003,8.1
1Nmar,0.613,-0.0015,-0.003,0.012,0.0037,8.1
1Nmar,0.614,-0.003,-0.0008,0.0082,0.0015,8.1
1Nmar,0.615,-0.0015,0.0015,0.0045,0.0007,8.1
1Nmar,0.616,-0.003,-0.0015,0.0052,0.003,8.1
1Nmar,0.617,-0.003,-0.003,0.0052,0.0015,8.1
1Nmar,0.618,-0.0046,-0.003,0.0067,0.0015,8.1
1Nmar,0.619,-0.0053,-0.0008,0.0015,0.0015,8.1
1Nmar,0.62,-0.0015,0.0,0.003,0.0,8.0
1Nmar,0.621,0.0007,-0.0015,-0.0008,0.0,8.0
1Nmar,0.622,0.003,-0.0015,-0.0023,0.0007,8.0
1Nmar,0.623,0.0037,-0.0023,0.0022,0.0007,8.0
1Nmar,0.624,0.0015,-0.003,0.0045,0.0022,8.0
1Nmar,0.625,-0.0015,-0.003,0.0075,0.0015,7.9
1Nmar,0.626,-0.0046,0.0007,0.0052,0.0007,7.9
1Nmar,0.627,-0.003,-0.0008,0.0045,0.003,7.9
1Nmar,0.628,-0.003,-0.0008,0.0067,0.0037,7.9
1Nmar,0.629,-0.0023,0.0007,0.0082,0.0037,7.8
1Nmar,0.63,-0.0023,-0.0015,0.0097,0.003,7.8
1Nmar,0.631,-0.0038,-0.003,0.012,0.003,7.8
1Nmar,0.632,-0.0068,-0.0046,0.0157,0.006,7.7
1Nmar,0.633,-0.0091,-0.006,0.0225,0.0067,7.7
1Nmar,0.634,-0.0091,-0.0023,0.015,0.0037,7.7
1Nmar,0.635,-0.006,-0.0008,0.0045,0.0015,7.7
1Nmar,0.636,-0.0046,-0.0015,0.0045,0.0007,7.6
1Nmar,0.637,-0.0015,0.0007,0.006,-0.0008,7.6
1Nmar,0.638,-0.0008,0.0015,0.0067,-0.0008,7.6
1Nmar,0.639,-0.0015,-0.0015,0.0052,-0.0008,7.6
1Nmar,0.64,0.0007,-0.0008,0.0037,0.0007,7.5
1Nmar,0.641,0.0007,0.0,0.009,0.003,7.5
1Nmar,0.642,-0.0015,-0.0008,0.0097,0.0037,7.5
1Nmar,0.643,-0.003,0.0015,0.0015,0.003,7.5
1Nmar,0.644,0.0,0.003,0.0007,0.0022,7.4
1Nmar,0.645,-0.0008,0.0022,0.0007,0.003,7.4
1Nmar,0.646,-0.0008,0.0015,-0.003,0.003,7.3
1Nmar,0.647,0.0015,0.003,0.0037,0.0022,7.3
1Nmar,0.648,0.0022,0.003,0.0045,0.0015,7.3
1Nmar,0.649,0.0045,0.003,-0.0008,0.0007,7.2
1Nmar,0.65,0.0037,0.0015,-0.0046,0.0007,7.2
1Nmar,0.651,0.0045,0.0007,-0.0068,-0.0008,7.2
1Nmar,0.652,0.003,0.0007,0.0007,0.0007,7.1
1Nmar,0.653,0.0007,0.0007,0.0007,-0.0008,7.1
1Nmar,0.654,0.0007,0.0007,-0.0008,-0.0015,7.1
1Nmar,0.655,0.0015,-0.0015,0.0045,-0.0008,7.0
1Nmar,0.656,0.0,-0.0023,0.0067,0.0,7.0
1Nmar,0.657,-0.0015,-0.0008,0.0052,0.0015,6.9
1Nmar,0.658,-0.003,-0.0015,0.0052,-0.0008,6.9
1Nmar,0.659,-0.0038,-0.0023,0.0105,-0.0008,6.9
1Nmar,0.66,-0.0038,-0.0023,0.0082,-0.0015,6.8
1Nmar,0.661,-0.003,-0.0023,0.0022,-0.003,6.8
1Nmar,0.662,0.0007,-0.0015,-0.0008,-0.0015,6.7
1Nmar,0.663,0.0007,-0.003,-0.003,-0.0008,6.7
1Nmar,0.664,-0.0008,-0.0038,-0.0015,0.0,6.7
1Nmar,0.665,0.0015,-0.0015,0.0,0.0007,6.7
1Nmar,0.666,-0.0008,-0.003,0.003,0.0015,6.6
1Nmar,0.667,0.0007,-0.003,0.0045,0.0015,6.6
1Nmar,0.668,0.0022,-0.0015,0.003,0.0007,6.6
1Nmar,0.669,0.0022,-0.0015,0.0045,0.0015,6.5
1Nmar,0.67,0.0,-0.0015,0.0082,0.0022,6.5
1Nmar,0.671,-0.0038,-0.0015,0.0045,0.0007,6.4
1Nmar,0.672,-0.0008,-0.0008,0.0,-0.0023,6.4
1Nmar,0.673,0.0007,-0.0015,0.0045,-0.0015,6.4
1Nmar,0.674,0.003,0.0,0.003,-0.0008,6.3
1Nmar,0.675,0.0037,0.0015,-0.0046,-0.0008,6.3
1Nmar,0.676,0.0067,0.0015,-0.0015,0.0007,6.3
1Nmar,0.677,0.0067,0.0007,-0.003,-0.0015,6.2
1Nmar,0.678,0.006,0.0015,-0.0068,-0.0008,6.2
1Nmar,0.679,0.003,0.0,-0.0015,0.0007,6.2
1Nmar,0.68,-0.0008,-0.0015,0.0,0.0007,6.1
1Nmar,0.681,0.0,0.0007,0.0007,0.0015,6.1
1Nmar,0.682,0.0,0.0015,0.0007,0.0007,6.0
1Nmar,0.683,-0.0015,-0.0015,0.006,0.0,6.0
1Nmar,0.684,-0.0046,-0.0015,0.0082,0.0,6.0
1Nmar,0.685,-0.0038,-0.0023,0.0082,0.0015,5.9
1Nmar,0.686,-0.003,-0.0015,0.0135,0.0037,5.9
1Nmar,0.687,-0.0053,-0.003,0.0195,0.0045,5.8
1Nmar,0.688,-0.006,-0.0053,0.0165,0.0015,5.8
1Nmar,0.689,-0.003,-0.003,0.0045,0.0007,5.8
1Nmar,0.69,-0.0015,-0.0023,0.0082,0.0007,5.8
1Nmar,0.691,-0.0023,-0.0053,0.0097,-0.0015,5.7
1Nmar,0.692,-0.0023,-0.0046,0.0067,0.0007,5.7
1Nmar,0.693,-0.0023,-0.0015,0.0052,0.0007,5.7
1Nmar,0.694,-0.003,-0.0008,-0.0008,0.0,5.6
1Nmar,0.695,-0.0015,-0.0008,-0.0015,0.0,5.6
1Nmar,0.696,-0.0008,-0.0008,-0.0023,-0.0023,5.5
1Nmar,0.697,0.0007,0.0007,-0.0038,-0.0015,5.5
1Nmar,0.698,0.0007,-0.0008,-0.006,-0.0008,5.5
1Nmar,0.699,0.003,0.0015,-0.006,0.0007,5.4
1Nmar,0.7,0.0052,0.0022,-0.0015,0.0015,5.3
1Nmar,0.701,0.0052,0.0007,-0.0008,0.0015,5.3
1Nmar,0.702,0.003,0.0007,0.0022,0.0015,5.3
1Nmar,0.703,0.003,0.0,-0.0083,-0.0015,5.3
1Nmar,0.704,0.0082,0.003,-0.0233,-0.0046,5.3
1Nmar,0.705,0.009,0.0037,-0.0143,-0.0008,5.2
1Nmar,0.706,0.0,0.0007,0.0015,0.0022,5.2
1Nmar,0.707,-0.0046,0.0007,0.0045,0.0022,5.2
1Nmar,0.708,-0.0046,-0.0023,0.012,0.0045,5.1
1Nmar,0.709,-0.0083,-0.0053,0.0255,0.0067,5.1
1Nmar,0.71,-0.012,-0.0083,0.033,0.0082,5.1
1Nmar,0.711,-0.0128,-0.0068,0.033,0.0067,5.0
1Nmar,0.712,-0.0091,-0.0046,0.027,0.0045,5.0
1Nmar,0.713,-0.0083,-0.006,0.0202,0.0015,5.0
1Nmar,0.714,-0.0046,-0.006,0.0127,0.0007,4.9
1Nmar,0.715,-0.0015,-0.003,0.0082,-0.0015,4.9
1Nmar,0.716,0.0,-0.0015,0.0067,-0.0008,4.9
1Nmar,0.717,0.0007,-0.0015,0.0045,-0.0008,4.9
1Nmar,0.718,0.0015,0.0007,0.0015,-0.003,4.8
1Nmar,0.719,0.0015,0.0007,0.0015,-0.0015,4.8
1Nmar,0.72,0.0015,0.0007,-0.003,-0.0015,4.7
1Nmar,0.721,0.0015,0.0037,-0.0098,-0.0053,4.7
1Nmar,0.722,0.003,0.0045,-0.0098,-0.0053,4.7
1Nmar,0.723,0.0037,0.003,-0.0083,-0.0023,4.7
1Nmar,0.724,0.0007,0.0007,-0.0068,-0.0015,4.7
1Nmar,0.725,0.0022,0.0007,-0.0105,-0.0023,4.6
1Nmar,0.726,0.0082,0.003,-0.0165,-0.0046,4.6
1Nmar,0.727,0.0105,0.0045,-0.0233,-0.0038,4.6
1Nmar,0.728,0.012,0.0052,-0.0218,-0.0023,4.5
1Nmar,0.729,0.0082,0.0045,-0.0165,-0.003,4.5
1Nmar,0.73,0.0052,0.0015,-0.012,-0.0015,4.5
1Nmar,0.731,0.0045,0.0015,-0.0113,-0.0015,4.5
1Nmar,0.732,0.003,0.0015,-0.0105,-0.0046,4.5
1Nmar,0.733,0.0037,0.003,-0.0091,-0.0046,4.4
1Nmar,0.734,0.003,0.0037,-0.0105,-0.0046,4.4
1Nmar,0.735,0.0007,0.0037,-0.0091,-0.0046,4.4
1Nmar,0.736,0.0015,0.0045,-0.0038,-0.003,4.3
1Nmar,0.737,-0.0008,0.0007,0.0015,-0.003,4.3
1Nmar,0.738,-0.003,0.0007,0.0022,-0.0008,4.3
1Nmar,0.739,-0.003,0.0022,0.0007,0.0007,4.3
1Nmar,0.74,-0.0038,-0.0008,0.0015,0.0,4.2
1Nmar,0.741,-0.003,-0.0015,0.0052,-0.0008,4.2
1Nmar,0.742,-0.0046,-0.0015,0.006,-0.0008,4.2
1Nmar,0.743,-0.003,-0.0023,0.0067,0.003,4.2
1Nmar,0.744,-0.0015,-0.0053,0.0105,0.0045,4.2
1Nmar,0.745,-0.0015,-0.0083,0.0112,0.0082,4.2
1Nmar,0.746,-0.0046,-0.0075,0.012,0.0052,4.2
1Nmar,0.747,-0.003,-0.0075,0.009,-0.0015,4.2
1Nmar,0.748,-0.0008,-0.006,0.0045,-0.0046,4.2
1Nmar,0.749,0.003,-0.003,-0.0023,-0.0053,4.2
1Nmar,0.75,0.0075,0.0022,-0.0105,-0.0075,4.2
1Nmar,0.751,0.009,0.0007,-0.0113,-0.0083,4.2
1Nmar,0.752,0.0105,-0.0008,-0.0143,-0.0091,4.2
1Nmar,0.753,0.012,0.0015,-0.0203,-0.0128,4.2
1Nmar,0.754,0.0105,0.0022,-0.0181,-0.012,4.2
1Nmar,0.755,0.009,0.0037,-0.0203,-0.0083,4.2
1Nmar,0.756,0.0082,0.003,-0.0233,-0.0068,4.2
1Nmar,0.757,0.009,0.0052,-0.0285,-0.0068,4.2
1Nmar,0.758,0.012,0.0067,-0.03,-0.0038,4.2
1Nmar,0.759,0.0105,0.006,-0.0256,-0.0023,4.2
1Nmar,0.76,0.0097,0.006,-0.0293,-0.0023,4.1
1Nmar,0.761,0.0097,0.0075,-0.033,-0.0015,4.1
1Nmar,0.762,0.0082,0.0082,-0.0278,-0.0023,4.2
1Nmar,0.763,0.009,0.0067,-0.027,-0.0015,4.2
1Nmar,0.764,0.0082,0.0052,-0.024,-0.0008,4.2
1Nmar,0.765,0.0082,0.0045,-0.021,-0.0015,4.2
1Nmar,0.766,0.0067,0.0045,-0.0218,0.0,4.3
1Nmar,0.767,0.0052,0.0052,-0.0181,0.0015,4.3
1Nmar,0.768,0.0045,0.0045,-0.0181,-0.0008,4.3
1Nmar,0.769,0.003,0.006,-0.024,-0.003,4.3
1Nmar,0.77,0.0052,0.006,-0.0225,-0.0046,4.4
1Nmar,0.771,0.0052,0.0037,-0.0181,-0.0038,4.4
1Nmar,0.772,0.006,0.003,-0.0165,-0.0038,4.4
1Nmar,0.773,0.0052,0.0022,-0.0105,-0.0023,4.4
1Nmar,0.774,0.0022,0.0007,0.0015,0.0,4.4
1Nmar,0.775,0.0007,-0.0015,0.0007,-0.0008,4.5
1Nmar,0.776,-0.0015,-0.003,0.0015,-0.0008,4.5
1Nmar,0.777,-0.0015,-0.0023,0.0067,0.0,4.5
1Nmar,0.778,-0.003,-0.0023,0.0052,-0.0008,4.5
1Nmar,0.779,-0.0015,-0.003,0.0037,-0.0008,4.5
1Nmar,0.78,-0.0053,-0.003,0.0097,-0.0008,4.5
1Nmar,0.781,-0.0053,-0.0023,0.0127,0.0,4.6
1Nmar,0.782,-0.0053,-0.003,0.0112,0.0022,4.6
1Nmar,0.783,-0.0083,-0.0053,0.0202,0.0015,4.6
1Nmar,0.784,-0.0075,-0.006,0.0202,0.0022,4.7
1Nmar,0.785,-0.0068,-0.0068,0.0165,0.0022,4.7
1Nmar,0.786,-0.0068,-0.0068,0.0217,0.003,4.7
1Nmar,0.787,-0.0075,-0.0046,0.0172,0.0045,4.8
1Nmar,0.788,-0.0083,-0.0046,0.018,0.0052,4.8
1Nmar,0.789,-0.0083,-0.0046,0.0202,0.0045,4.9
1Nmar,0.79,-0.0083,-0.003,0.0172,0.0022,4.9
1Nmar,0.791,-0.0083,-0.0038,0.0172,0.003,4.9
1Nmar,0.792,-0.0083,-0.0038,0.015,0.003,4.9
